labels,messages,character_count,word_count,sentence_count,clean_length
0,cab available pick drop door steps,53,11,1,34
0,ok take care umma,34,8,1,17
0,unlimited texts limited minutes,33,6,2,31
1,double mins numbr txts orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupdnumbr numbr callnumbroptout hfnumbr,151,25,3,137
0,problem spending lot quality time together,65,14,2,42
1,urgent numbrnd attempt contact ådollersnumbr prize yesterday still awaiting collection claim call numbr aclnumbrpm,151,25,2,114
0,heard week,30,7,1,10
1,dear dave final notice collect numbr tenerife holiday numbr cash award call numbr landline tcs sae boxnumbr cwnumbrwx numbrppm,153,30,3,126
0,yes last practice,19,4,2,17
1,tells numbr call numbr claim ådollersnumbr prize numbr enter mobile personal details prompts careful,121,26,3,100
0,thank wonderful,36,9,3,15
0,ìï mean confirmed tot juz say oni ok,63,16,1,36
0,depends would like treated,50,13,3,26
0,right brah see later,28,7,1,20
0,waiting e car numbr mum lor leh reach home already,57,16,3,50
1,numbr account numbrxxxxxxxxx shows numbr unredeemed points claim call numbr identifier code xxxxx expires numbr numbr,128,20,2,117
1,want new video handset numbr anytime network mins half price line rental camcorder reply call numbr delivery tomorrow,145,28,5,117
0,went fast asleep dear take care,32,6,1,31
0,means fat head,38,9,1,14
0,sounds like plan cardiff still still cold sitting radiator,86,20,3,58
0,serious like proper tongued,37,7,2,27
0,good wondering wont say hi smiling coping long distance,116,25,3,55
0,noe da car later c lar wearing shorts,77,21,1,37
0,yeah whatever lol,17,3,1,17
0,ard numbr lor ok message ì_ lor,38,11,2,31
0,ok c,13,5,1,4
0,eh laptop got stock lei say mon muz come take look c got,88,23,1,56
0,need ke qi ìï bored izzit suddenly thk,64,16,1,38
0,wish think gonna snow much flurries usually get melt hit ground eek snow since lt gt even born,205,54,5,94
1,free ringtone reply real poly eg realnumbr numbr pushbutton numbr dontcha numbr babygoodbye numbr golddigger numbr webeburnin numbrst tone free numbr join ådollersnumbr wk,158,31,2,171
0,oh really perform write paper go movie home midnight huh,78,21,2,56
0,okay lor still let us go ah coz know later drop cards box right,121,30,3,63
0,izzit still raining,25,6,2,19
0,enough trouble sleeping,46,10,1,23
0,havent add ì_ yet right,28,7,1,23
0,lol really need remember eat drinking appreciate keeping company night babe smiles,126,27,1,82
0,babe lost try rebooting,46,11,2,23
0,yes nigh cant aha,23,7,2,17
0,thk ì_ gotta go home urself cos b going shopping numbr frens present,84,22,2,68
0,nooooooo gonna bored death day cable internet outage,72,17,2,52
0,sos amount get pls,30,9,2,18
0,playin space poker,22,6,1,18
0,come guoyang go n tell told,48,13,2,27
0,need get,24,8,2,8
0,r giving second chance rahul dengra,46,10,1,35
0,yeah fact asked needed anything like hour ago much,86,21,2,50
0,first strike red one bird antelope begin toplay fieldof selfindependence believe flower contention grow random,158,29,2,110
0,ì_ wan go c doctor,31,10,2,18
0,daddy bb,25,7,1,8
1,free msg get gnarls barkleys crazy ringtone totally free reply go message right,102,21,1,79
0,borderline yeah whatever,35,7,1,24
0,numbr lor ya go numbr dinner together,48,12,1,37
0,gentle princess make sweet gentle love,60,13,2,38
0,baby girl hope okay every time call phone miss get touch,97,26,3,56
0,sorry went bed early nightnight,36,8,1,31
0,like think always possibility pub later,71,16,1,39
0,hmm yeah grooved looking forward pound special,83,19,2,46
0,got video tape pple type message lor free wan numbr help hee cos noe wan numbr watch infernal affairs ask along asking shuhui oso,153,39,4,129
0,hi dude hw r da realy mising today,38,10,1,34
0,hungry buy food good lei mum n yun dun wan juz buy little bit,82,20,1,61
1,refused loan secured unsecured get credit call free numbr numbr numbr text back help,114,28,4,84
0,probably eat today think gonna pop weekend miss,94,27,4,47
0,knew slept v late yest wake late,52,15,2,32
0,haha angry take practice real thing,84,20,2,35
0,one day training,33,9,1,16
0,could kiss feel next,42,11,1,20
0,nice day dear,24,7,1,13
0,sent lanre fakeye eckankar details mail box,54,11,1,43
0,dad back ph,23,7,1,11
1,specially selected receive numbr award call numbr lines close cost numbrppm numbr cs apply ag promo,138,31,6,99
0,ask say please message,45,11,1,22
0,e timing go w lor,37,12,1,17
0,callin say hi take care bruv,44,12,2,28
1,valued vodafone customer computer picked win ådollersnumbr prize collect easy call numbr,135,28,4,88
0,turn heater heater set lt gt degrees,73,23,2,36
0,thanks message really appreciate sacrifice sure process direct pay find way back test tomorrow class wonderful day,202,46,5,114
0,trouble classes go well due dodgey one û_ expecting mine tomo see recovery time place,140,31,2,85
1,free video camera phones half price line rental numbr mths numbr cross ntwk mins numbr txts call mobileupdnumbr numbr callnumbroptout numbr,146,26,2,139
0,wot numbr j,13,6,1,11
0,night night see tomorrow,29,6,1,24
0,roger û probably going rem numbr,53,11,2,32
0,think girl propose today seing bloody funky shit fucking face asssssholeeee,132,21,1,75
0,wish feel alone,35,10,2,15
0,reason team budget available last buy unsold players base rate,96,20,1,62
0,ceri rebel sweet dreamz little buddy c ya numbrmoro needs blokes,73,18,4,64
1,ringtoneking numbr,18,2,1,18
0,huh cant thk oredi many pages,55,14,1,29
0,frens go lor alone wif mum n sis lor,60,17,2,36
0,nationwide auto centre something like newport road liked,83,17,2,56
0,hey missed tm last night phone charge smiles meeting friend shortly,111,27,1,67
0,whatever juliana whatever want,40,9,2,30
1,ringtone club grnumbr new polys direct mobile every week,63,13,1,56
0,hello sort town already rush home eating nachos let know eta,104,27,5,60
0,ok lor anyway thk cant get tickets cos like quite late already wan numbr go look numbr frens darren wif,133,34,4,103
1,bank granite issues strong buy explosive pick members numbr nasdaq symbol cdgt dollersnumbr per,137,42,1,95
0,dizzamn aight ask suitemates get back,53,12,1,37
0,nimbomsons yep phone knows one obviously cos thats real word,70,15,3,60
0,love cuddle want hold strong arms right,67,17,2,39
0,r continent,22,6,1,11
0,pay like lt gt yrs difficult,63,19,1,28
1,bored housewives chat n date numbr numbr bt national rate numbrp min landlines,95,17,4,78
1,tried call reply sms video mobile numbr mins unlimited text free camcorder reply call numbr del thurs,143,28,1,101
0,k k give treat,33,10,1,14
1,numbrnd time tried contact ådollersnumbr prize numbr claim easy call numbr numbrp per minute bt national rate,159,34,4,109
0,gonna worry nothing give money use,74,20,2,34
0,get gift year didnt get anything bad,60,15,3,36
0,well pattern emerging friends telling drive come smoke telling weed fiend make smoke much impede things see hesitant,220,44,1,116
0,ow dey paid numbr numbrthousad told would call,55,11,1,46
0,fine babes aint numbr much tho saw scary movie yest quite funny want numbrmrw afternoon town mall sumthin xx,127,30,4,108
0,reaching home numbr min,27,8,1,23
0,forgot working today wanna chat things ok drop text free bored etc ring hope well nose essay xx,162,41,3,95
0,ha must walk everywhere cannot take tram cousin said walk vic market hotel,112,25,2,74
0,discussed mother ah,30,6,1,19
0,sorry text amp drive coherently see twenty,61,16,1,42
1,receiving week triple echo ringtone shortly enjoy,73,15,2,49
0,place get rooms cheap,39,11,1,21
0,eek lot time especially since american pie like numbr minutes long stop singing,103,24,2,79
0,gran onlyfound afew days ago cusoon honi,48,9,1,40
1,selected stay numbr numbr top british hotels nothing holiday valued ådollersnumbr dial numbr claim national rate call bxnumbr swnumbrss,159,34,4,135
0,university southern california,34,5,1,30
0,pick rayan macleran,37,8,1,19
0,gd lor go shopping got stuff wan numbr watch infernal affairs come lar,89,23,3,70
0,well balls time make calls,31,8,3,26
0,wat time ì_ wan today,22,6,1,21
0,lt gt mca conform,36,14,2,17
0,oh ok wat email,23,8,1,15
0,yes princess going make moan,45,12,2,28
0,lol ok remember til last nite,42,10,1,29
0,û_ anyway many good evenings,40,12,2,28
0,cool text,28,9,1,9
0,sorry vikky watching olave mandara movie kano trishul theatre wit frnds,84,17,1,71
0,happy babe woo hoo party dude,52,14,2,29
0,taking italian food pretty dress panties,78,19,3,40
0,wot numbr thout gonna call txt bak luv k,54,18,3,40
1,chosen receive ådollersnumbr award pls call claim number numbr collect award selected receive valued mobile customer,159,30,2,116
0,holding,23,6,1,7
0,flatter tell man mine two pints carlin ten minutes please,93,18,1,57
0,hope scared,24,6,1,11
0,home n ready,22,7,1,12
0,time get,23,7,1,8
0,literally bed like lt gt hours,65,19,1,30
0,yes reg ciao,21,7,1,12
0,mean website yes,29,8,2,16
1,win ådollersnumbr cash prize prize worth ådollersnumbr,47,10,1,54
1,thanks ringtone order reference number xnumbr mobile charged numbr tone arrive please call customer services numbr,156,24,1,114
0,lol could starve lose pound end day,66,17,1,35
0,yeah impression got,32,7,1,19
0,ok ok take care understand,34,9,2,26
0,motivate behind every darkness shining light waiting find behind every best friend always trust love bslvyl,153,30,1,107
0,ya ok dinner,23,7,1,12
0,slept time,32,7,1,10
0,make ne plans nxt wknd coz wants us come ok,69,16,1,43
0,school starting stay weather like food social support system like friends school things important,180,39,6,97
0,ha ha nan yalrigu heltini iyo kothi chikku shared many things wit far told body even uttered word abt trusting much tell others plz nxt time use words ok chikku b,255,68,1,162
0,noice text,31,8,2,10
0,hi di yijue meeting numbr pm esaplanade tonight,59,14,1,47
1,moby pub quiz win ådollersnumbr high street prize know new duchess cornwall txt first name numbr unsub stop ådollersnumbr numbr sp,156,30,2,130
1,weeks savamob member offers accessible call numbr details savamob pobox numbr lanumbr numbrwu ådollersnumbr week savamob offers mobile,159,31,5,134
0,aight set free think could text blake address occurs quite sure thought,138,35,2,71
0,hi dear saw dear happy battery low,67,17,3,34
0,ages abj,37,11,3,8
0,prof passed papers sem congrats student enna kalaachutaarama prof gud mrng,122,33,3,74
0,kick coco,29,7,1,9
0,fyi gonna call sporadically starting like lt gt bc shit,97,26,1,55
1,contacted dating service someone know find call mobile landline numbr poboxnumbrldnsnumbr,149,28,2,89
1,tbs persolvo chasing us since sept forådollersnumbr definitely paying thanks information ignore kath manchester,141,26,5,111
0,hope youåõre much fun without see tomorrow love jess x,76,17,2,54
0,ok wont call disturb one know avoiding burden,84,22,3,45
0,reached home n bathe liao call,56,15,1,30
1,loans purpose even bad credit tenants welcome call noworriesloans com numbr,106,18,3,75
0,actual exam harder nbme,36,7,1,23
0,lot sickness thing going round take easy hope feel better soon lol,84,20,4,66
1,numbr kick new season numbrwks free goals news mobile txt club name numbr eg villa numbr,114,27,2,88
0,hey sathya till dint meet even single time saw situation sathya,96,21,1,63
0,gam gone outstanding innings,35,6,1,28
0,played smash bros lt gt religiously,46,14,1,35
0,sir good morning hope good weekend called let know able raise lt gt dad however said would make rest available mid feb amount still quite short hoping would help good day abiola,276,68,6,177
0,hurry home soup done,25,7,2,20
0,good afternoon love good see words ym get tm smart move slave smiles drink coffee await,153,39,3,87
0,quite ok bit ex better go eat smth else feel guilty,74,19,1,51
1,orange brings ringtones time chart heroes free hit week go ringtones pics wap stop receiving tips reply stop,154,33,3,108
0,lemme know,27,7,1,10
1,private numbr account statement numbr shows numbr un redeemed points call numbr identifier code numbr expires numbr numbr numbr,148,24,3,127
0,needs stop going bed make fucking dealing,63,13,1,41
0,love brother time talk english grins say hey muhommad penny says hello across sea,147,35,4,81
1,tried call reply sms video mobile numbr mins unlimited text free camcorder reply call numbr,135,27,1,91
0,hey doc pls want get nice shirt hubby nice fiting ones budget lt gt k help pls load card abi hw keep posted luv numbr mj,154,44,2,120
0,remain unconvinced elaborate test willpower,70,13,1,43
0,life nothing wen v get everything life everything wen v miss something real value people wil realized absence gud mrng,163,37,3,118
0,miss,24,8,2,4
0,answerin phone actually pretty reasonable hour sleepy,85,18,1,53
0,hey rite put åènumbr evey mnth,49,14,1,30
0,going bed prin,26,7,1,14
0,think û_thanks see tomo,48,9,1,23
0,dun drive go numbr sch,35,11,1,22
0,home lei,24,7,1,8
1,gsoh good spam ladies could b male gigolo numbr join uk fastest growing mens club reply oncall mjzgroup numbrstop reply stop msg ådollersnumbrrcvd,167,36,6,146
0,hav frnd name ashwini college,48,12,1,29
0,jus finish lunch way home lor tot dun wan numbr stay sch today,80,21,1,62
0,k numbrmarrow coming class,39,9,1,26
1,hot live fantasies call numbr numbrp per min ntt ltd po box numbr croydon crnumbr numbrwb numbr national rate call,122,25,1,114
0,pls send address sir,29,7,1,20
0,want lick pussy,32,8,1,15
0,yo gonna still stock tomorrow today trying get dubsack,75,18,2,54
1,urgent mobile number awarded ukp numbr prize guaranteed call numbr landline claim numbr valid numbrhrs numbrppm,141,27,4,111
0,see prolly yeah,25,7,1,15
0,thought could go dinner treat seem ok,60,16,3,37
0,stand away heart ache without wonder crave,154,40,6,42
0,sorry never hear unless book one kinda joke thet really looking skinny white girls one line much camera something like casting look,230,52,5,131
0,sure thing big man hockey elections numbr û go longer hour though,94,20,2,65
0,watch lor saw swatch one thk quite ok ard numbr need numbrnd opinion leh,87,22,2,72
0,hiya like hlday pics looked horrible took mo hows camp amrca thing speak soon serena,116,27,3,84
0,babe goes day miss already love loving kiss hope everything goes well,126,32,4,69
0,yunny goin late,28,8,1,15
0,doc prescribed morphine cause pain meds enough waiting mom bring med kick fast gonna try later,160,37,3,94
0,cool want go kappa meet outside mu,60,15,1,34
0,hey sexy buns told adore loverboy hope remember thank sister law meatballs grins love babe,153,37,4,90
0,may b approve panalam posts,55,12,1,27
1,spjanuary male sale hot gay chat cheaper call numbr national rate numbrp min cheap numbrp min peak stop texts call numbr numbrp min,157,29,3,131
0,workin get job,36,11,2,14
0,done mean,34,9,1,9
0,luck love someone fortune love one loves,77,18,2,40
0,hi baby ive got back work wanting see allday hope didnt piss phone today give call xxx,147,38,3,86
1,freemsg today day ready horny live town love sex fun games netcollex ltd numbrp per msg reply stop end,152,35,4,102
0,yahoo boys bring perf legal,55,14,2,27
0,need say anything know outsider,54,14,2,31
0,ever one foot,34,8,1,13
0,got lt gt,22,10,1,9
0,good û need receipts ûówell done û_ yes please tell û number could ring,111,26,4,71
0,leave wif lar ìï wan carry meh heavy da num numbr familiar ì_,89,22,1,61
0,beautiful truth expression face could seen everyone depression heart could understood loved ones gud ninumbr,153,32,1,108
0,infact happy new year seeing,67,15,2,28
1,simpsons movie released july numbr name band died start film green day b blue day c red day send b c,146,37,3,100
0,shame maybe cld meet hrs tomo,48,13,2,29
0,lol would despite cramps like girl,57,13,1,34
0,canåõt wait cornwall hope tonight isnåõt bad well itåõs rock night shite anyway iåõm going kip good night speak soon,161,36,4,116
0,pls help tell sura expecting battery hont pls send message download movies thanks,139,30,3,81
1,please call amanda regard renewing upgrading current mobile handset free charge offer ends today tel numbr numbr numbr subject c,160,32,3,128
0,found way get another app phone eh go net cafe take job geeee need babe crave see,158,41,5,81
0,work mon thurs sat cant leh booked liao day free,90,22,1,48
0,ìï comin fetch us oredi,29,7,1,23
0,nannys address,22,5,1,14
0,haf eaten wat time wan numbr come,38,12,2,33
1,want new video phone numbr anytime network mins half price line rental free text numbr months reply call numbr free delivery,144,29,4,124
0,yo call get chance friend mine wanted ask big order,92,23,1,51
0,single single answers fighting plus said broke didnt reply,84,17,2,58
0,certainly puts things perspective something like happens,74,11,1,56
0,got tv numbr watch meh work today,40,12,2,33
0,felt conveying reason ese,63,16,1,25
0,going got exciting karaoke type activities planned debating whether play football eve feeling lazy though,134,27,4,105
0,told coming wednesday,35,8,1,21
0,ok called mom instead fun,35,8,1,25
1,dear voucher holder claim weeks offer pc please go http www wtlp co uk text ts cs apply,112,25,2,87
0,well desperate call armand,54,12,1,26
0,work right,27,7,1,10
0,heard anything answering texts guessing flaked said jb fantastic,111,24,2,64
0,mmmmmm love much ahmad wait year begin every second takes closer side happy new year love,157,40,3,89
0,pls full name joke school cos fees university florida seem actually lt gt k pls holla back,124,31,1,90
0,ok said got wisdom teeth hidden inside n mayb need numbr remove,77,18,1,63
0,pls pls drink plenty plenty water,37,7,1,33
0,queen going royal wedding,71,17,3,25
0,lag sad part keep touch thanks skype,74,19,2,36
0,ok lor go tog lor,28,8,1,17
0,two teams waiting players,34,6,1,25
0,ì_ send copy da report,35,10,1,22
0,swhrt dey hope ok tot numbrday love n miss take care,67,17,1,52
0,ok da already planned wil pick,41,12,2,30
1,urgent please call numbr abta complimentary numbr spanish holiday ådollersnumbr numbr cash await collection sae cs box numbr ponumbr numbrez numbrppm numbr,144,27,2,155
0,really need shit tomorrow know awake like numbr,83,18,1,47
0,good registered vote,38,10,2,20
0,hmm ok stay like hour cos eye really sore,61,17,1,41
0,dear got bus directly calicut,32,6,1,29
0,mm umma ask vava also come tell play later together,62,13,1,51
0,well general price lt gt oz let know much want,79,21,1,46
0,moment day value morning brings hope afternoon brings faith evening brings luv night brings rest wish find today good morning,158,32,1,125
0,lt gt w jetton ave forgot,37,13,1,25
0,ok coming home,23,7,1,14
0,use foreign stamps country,43,9,1,26
0,sorry lot friend friend stuff talk actual guy wants buy,108,25,1,55
1,cmon babe make horny turn txt fantasy babe hot sticky need replies cost ådollersnumbr numbr cancel send stop,148,39,4,108
0,wylie update weed dealer carlos went freedom class lunsford,81,16,1,59
0,happy baby alright take job hope fine send kiss make smile across sea kiss kiss,154,40,5,79
0,c movie juz last minute decision mah juz watch numbr lar tot ì_ interested,85,20,2,74
0,enjoying semester take care brother,54,11,2,35
1,important information numbr orange user numbrxxxxxx today lucky day numbr find log onto http www urawinner com fantastic prizeawaiting,157,29,2,134
0,get door,22,7,1,8
0,lets use next week princess,34,9,1,27
0,go home first lar ì_ wait numbr lor put stuff first,69,19,1,51
0,want kfc tuesday buy numbr meals numbr gravy numbr mark numbr,74,21,4,61
0,da stupid da always sending like believe message pandy mental,102,26,1,61
0,oi gonna ring,22,6,1,13
1,missed call alert numbers called left message numbr,72,13,3,51
0,attended nothing,32,7,1,16
0,ard numbr like dat lor juz meet mrt station ì_ dun haf come,77,20,2,59
0,dear sleeping p,26,7,1,15
0,er mw filled tuth aight,29,7,1,23
0,office around numbr pm going hospital,52,13,2,37
0,actually waiting numbr weeks start putting ad,60,13,1,45
0,anything lor go go lor,44,11,1,22
0,free sat rite wan numbr watch infernal affairs wif n darren n mayb xy,77,20,2,69
0,yo around friend mine lookin pick later tonight,65,15,2,47
0,stupid auto correct phone,31,6,1,25
0,double eviction week spiral michael good riddance,73,14,1,49
0,world suffers lot violence bad people silence good people,115,26,2,57
0,ok thats cool either raglan rd edward rd behind cricket ground gimme ring closeby see tuesday,131,30,4,93
0,buy one egg da please,31,10,1,21
0,started skye,24,5,1,12
0,bookedthe hut also time way,71,18,3,27
0,several sir,23,6,1,11
0,really pig leh sleep much dad wake numbr smth numbr eat lunch today,79,21,2,67
0,love hope anything drastic dare sell pc phone,97,22,2,45
1,freemsg records indicate may entitled numbr pounds accident claim free reply yes msg opt text stop,157,34,3,98
0,life style garments account please,38,7,1,34
0,lol wtf random btw lunch break,44,10,2,30
0,sez hows de arab boy hope r good give love numbr evrynumbr love ya eshxxxxxxxxxxx,88,22,2,81
0,lay man let know missed thought great day send bimbo ugo numbers ill appreciate safe,155,38,5,84
0,detroit home snow enjoy,36,10,3,23
1,show colours euro numbr numbr numbr numbr offer get england flag numbrlions tone phone click following service message info,135,29,4,123
0,aight chillin friend room text way,71,19,1,34
0,toshiba portege mnumbr gd,27,6,1,25
0,well welp sort semiobscure internet thing,49,9,1,41
1,text pass numbr collect polyphonic ringtones normal gprs charges apply enjoy tones,105,19,3,82
1,accordingly repeat text word ok mobile phone send,74,16,2,49
0,loosu go hospital de let careless,46,11,2,33
0,much eighth,23,6,1,11
0,omg joanna freaking looked thru friends find photos asking stuff myspace even logged like year,183,44,4,94
0,send birthdate month year tel life partner name method calculation reply must,118,27,3,77
0,juz havent woke bit blur blur dad went liao cant cum oso,92,24,2,56
0,clothes jewelry trips,38,9,1,21
1,block breaker comes deluxe format new features great graphics mobile buy ådollersnumbr replying get bbdeluxe take challenge,157,28,2,123
0,aah cuddle would lush need lots tea soup kind fumbling,87,22,3,54
1,important information numbr orange user today lucky day numbrfind log onto http www urawinner com fantastic surprise awaiting,152,28,2,125
0,plans family set stone,45,10,1,22
0,pls forget study,24,5,1,16
0,never believe actually got taunton wow,69,15,2,38
0,den weekdays got special price haiz cant eat liao cut nails oso muz wait finish drivin wat lunch still muz eat wat,141,30,1,114
0,broke list reasons nobody town tell sarcastic faggy,114,26,1,51
0,lt decimal gt common car better buy china asia find less expensive holla,132,35,3,72
0,greatest test courage earth bear defeat without losing heart gn tc,85,17,1,66
0,sorry stil fucked last nite went tobed numbr got numbr work numbr,75,17,1,65
0,hey whats plan sat,32,8,1,18
0,beauty sleep help pimples,37,8,1,25
0,great hope using connections mode men also cos never know old friends lead today,122,25,2,80
1,natalja numbr f inviting friend reply yes numbr numbr see www sms ac natnumbr stop send stop frnd numbr,136,27,3,103
0,get,19,5,1,3
0,kind missed train cos asthma attack nxt one half hr driving sure park,106,26,3,69
0,ball moving lot spin last difficult bat,67,17,1,39
0,haiyoh maybe hamster jealous million,51,9,1,36
0,please send aunty number,40,9,1,24
0,glad following dreams,40,10,2,21
0,reached home finally,28,6,1,20
1,urgent important information numbr user today lucky day numbr find log onto http www urawinner com fantastic surprise awaiting,163,32,4,126
0,wn r hurt prsn close numbr fight wit dem coz somtimes dis fight saves relation bt quiet leaves nothin relation gud eveb,152,37,2,119
0,call,17,5,1,4
0,science tells chocolate melt sunlight please walk sunlight bcoz want loss sweet friend,138,30,3,86
0,yes come nyc audiitions trying relocate,60,14,2,39
0,pocked,28,6,1,6
0,congrats great wanted tell tell score cos might make relax motivating thanks sharing,142,32,4,84
0,wud never mind miss need wil really hurt wen need amp tell take care,139,39,1,68
0,hey mr whats name bill brison book one language words,80,16,1,53
0,okay good problem thanx,34,10,1,23
0,information ikea spelled caps yelling thought left sitting bed among mess came said going got home class please try bullshit makes want listen less,290,68,6,147
0,call done,25,7,1,9
0,g w r,5,1,1,5
0,best watch say cause get drunk motherfucker,63,13,1,43
1,kit strip billed numbrp netcollex ltd po box numbr ignumbr oja,74,16,2,62
1,please call numbr immediately urgent message waiting,81,13,1,52
1,thesmszone com lets send free anonymous masked messages sending message see potential abuse,138,27,2,91
0,erm woodland avenue somewhere get parish magazine telephone number,104,21,2,66
0,ta jobs available let know please cos really need start working,82,17,2,63
0,aiyar hard numbr type later free tell call n scold n tell,74,20,2,57
0,yup free,15,5,1,8
0,good good billy mates gone jogging enjoy concert,77,18,3,48
0,yo come carlos soon,37,8,1,19
0,awww dat sweet think something nice time tonight ill probably txt later cos lonely xxx,129,32,3,86
0,guess useless calling numbr something important,54,11,1,47
0,ha ha popped loo hello ed hello,63,16,2,31
0,dint tell anything angry told abi,66,17,2,33
0,happens r numbrwaxsto wat want come ill get medical insurance able deliver basic care currently shopping right medical insurance give til friday morning thats see major person guide right insurance,329,70,6,197
0,keep ten rs shelf buy two egg,40,13,1,29
0,well babe swollen glands throat end,86,21,1,35
0,changes numbr da report big cos already made changes numbr da previous report,82,19,2,77
0,captain room,24,7,1,12
0,speak bcaz mobile problem listen cann listen voice calls later,111,28,3,62
0,hiya stu wot numbr much truble home moment evone hates even wot hell av done wont tell text bck please luv dan,156,39,3,110
0,take mokka players,36,10,1,18
0,still playing gautham,35,7,1,21
0,hey mr going sea view couple gays mean games give bell ya finish,112,27,2,64
0,k jason says gonna around around lt gt,72,24,1,38
0,sorry able get see morning,61,17,3,26
0,aight well keep informed,27,5,1,24
0,searching good dual sim mobile pa,46,10,1,33
0,seems unnecessarily hostile,32,4,1,27
0,dude got haircut breezy,43,10,2,23
1,congrats numbr mobile numbrg videophones r call numbr videochat wid mates play java games dload polyh music noline rentl bxnumbr ipnumbr numbrwe numbrpm,161,36,8,152
0,numbrapple day doctor numbrtulsi leaf day cancer numbrlemon day fat numbrcup milk day bone problms numbr litres watr day diseases snd ths numbr care,154,28,4,148
0,thought king hill thing,55,13,1,23
0,nope come online,27,7,1,16
0,also tell said happy birthday,35,7,1,29
0,bishan lei tot ì_ say lavender,39,10,1,30
0,boo time get supposed take shopping today,70,18,3,41
0,sound like manky scouse boy steve like travelling da bus home wot inmind numbr recreation dis eve,115,26,2,97
0,fyi taking quick shower epsilon like lt gt min,68,21,1,46
0,tuesday night r numbr real,29,8,1,26
0,yes appt,27,7,1,8
0,got outta class gonna go gym,34,9,1,28
0,want sent lt gt mesages today thats sorry hurts,66,20,2,47
0,ìï write wat,21,6,1,12
0,ha say read anything way seemed like numbr judgemental save fridays pub,139,35,3,71
0,valentine game send dis msg friends numbr answers r someone really loves ques colour suits best,150,35,2,95
0,hi asked waheeda fathima leave,49,12,1,30
0,enjoy urself tmr,19,4,1,16
0,still around could use half numbrth,40,9,2,35
0,give us back id proof lt gt rs wont allow work come home within days,113,32,3,68
0,ìï bot notes oredi cos juz rem got,44,12,1,34
0,yes rent expensive way save,51,13,2,27
0,hows pain dear r smiling,33,10,1,24
0,fun fact although would think armand would eventually build tolerance shit considering much smokes gets fucked like numbr hits,157,31,1,126
1,important information numbr orange user numbrxxxxxxx today lucky day numbrfind log onto http www urawinner com fantastic surprise awaiting,163,29,2,138
0,great send account number,46,11,2,25
0,hellogorgeous hows fone charge lst nitw wen texd hopeu ad nice wkend sure lookin numbrward numbr c numbrmrw luv jaz,142,35,3,115
1,dating service asked numbr contact someone shy call numbr revealed poboxnumbr mnumbr numbruz numbrp,126,26,3,99
0,ìï send contents page,36,8,1,21
0,night sweet sleep well see exorcism emily rose may never sleep hugs snogs,117,27,3,73
0,think got think use got good ninumbr,94,25,1,36
0,right second gotta hit people first,52,13,1,35
0,evry emotion dsn hav words evry wish dsn hav prayrs smile world wit othrwise even drop tear dsn lik numbr stay wit b happy good morning keep smiling,180,44,1,148
0,remember,39,9,2,8
0,ujhhhhhhh computer shipped address sandiago parantella lane wtf poop,87,16,3,68
0,mm yes dear look hugging p,47,13,2,26
0,like dis sweater fr mango size already irritating,70,15,1,49
0,numbr number numbr gonna massive pain ass rather get involved possible,121,30,1,70
0,anytime lor,14,3,1,11
1,want new video handset numbr time network mins unlimited text camcorder reply call numbr del sat,135,29,5,96
1,balance ådollersnumbr next question complete landmark big bob b barry c ben text b c numbr good luck,133,36,3,100
0,fine absolutly fine,23,5,1,19
0,k sure consent forms v,64,18,1,22
1,tonexs subscription renewed charged ådollersnumbr choose numbr polys month www clubzed co uk billing msg,146,27,3,104
1,prize go another customer c www c biz numbr numbrp min polo ltd suite numbr london wnumbrj numbrhl please call back busy,144,32,2,120
0,much torch numbrja,25,7,1,18
0,nothing dinner w us,45,11,1,19
0,checking,36,9,2,8
0,done internet connection v slow û send try later first thing tomo,101,21,2,65
0,mathews tait edwards anderson,38,7,1,29
0,yeah sure thing mate haunt got stuff sorted going sound anyway promoting hex way know number joke,142,30,3,97
0,need lar go engin cos sis arts today,51,14,2,36
0,thanks honey still heard anything leave bit longer numbr crowd try later great advice thanks hope cardiff still,163,34,1,111
1,want new nokia numbri colour phone delivered tomorrow numbr free minutes mobile numbr free text free camcorder reply call numbr,156,30,2,127
0,snowboarding trip wondering planning get everyone together befor go meet greet kind affair cheers,146,32,3,97
0,watching live,27,7,1,13
0,see christmassy,41,10,1,15
0,k ready lt gt,25,13,1,13
0,new years plans,30,7,1,15
1,recpt numbr numbr ordered ringtone order processed,72,15,3,50
0,baaaaaaaabe wake miss crave need,60,17,5,32
0,got message ignoring yes shopping,74,18,3,33
0,dear mood cant drive brother drive,61,16,2,34
0,dad get back,22,6,1,12
0,tell shola please go college medicine visit academic department tell academic secretary current situation ask transfer ask someone check sagamu thing lautech vital completes medical education nigeria less expensive much less expensive unless getting citizen rates new zealand,408,76,5,275
0,yes finished watching days lives love,56,13,2,37
0,juz go google n search numbr qet,31,8,1,32
0,many times lose best ones bcoz,45,10,1,30
0,good friends care close friends understand true friends stay forever beyond words beyond time gud ninumbr,138,26,2,105
0,getting back home,22,4,1,17
0,sorry call later lt gt mins,38,14,1,27
0,dun need use dial juz open da browser n surf,53,13,1,44
1,one registered subscribers enter draw numbr numbr g b gift voucher replying enter unsubscribe text stop,132,27,3,103
0,awesome plan get time like lt gt text details wee bit,93,27,1,53
